NODE_1_length_2102747_cov_15.9658	sp|P45443|DYHC_NEUCR	78.3	4484	830	28	1152026	1165414	5	4365	0.0e+00	6869.6	sp|P45443|DYHC_NEUCR Dynein heavy chain, cytoplasmic OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ro-1 PE=3 SV=1	367110
NODE_1_length_2102747_cov_15.9658	sp|P78716|DYHC_FUSSO	75.4	4455	965	25	1152068	1165399	13	4346	0.0e+00	6616.6	sp|P78716|DYHC_FUSSO Dynein heavy chain, cytoplasmic OS=Fusarium solani subsp. pisi OX=70791 GN=DHC1 PE=3 SV=1	70791
NODE_1_length_2102747_cov_15.9658	sp|P45444|DYHC_EMENI	69.0	4463	1250	27	1152041	1165399	4	4342	0.0e+00	6047.6	sp|P45444|DYHC_EMENI Dynein heavy chain, cytoplasmic OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=nudA PE=3 SV=2	227321
NODE_1_length_2102747_cov_15.9658	sp|P78615|FAS2_EMEND	75.5	1692	402	6	154566	159629	176	1858	0.0e+00	2577.7	sp|P78615|FAS2_EMEND Fatty acid synthase subunit alpha OS=Emericella nidulans OX=162425 GN=fasA PE=3 SV=1	162425
NODE_1_length_2102747_cov_15.9658	sp|P78615|FAS2_EMEND	83.9	174	28	0	153995	154516	4	177	3.8e-48	204.5	sp|P78615|FAS2_EMEND Fatty acid synthase subunit alpha OS=Emericella nidulans OX=162425 GN=fasA PE=3 SV=1	162425
NODE_1_length_2102747_cov_15.9658	sp|P15368|FAS2_PENPA	74.7	1695	412	5	154566	159629	172	1857	0.0e+00	2549.2	sp|P15368|FAS2_PENPA Fatty acid synthase subunit alpha OS=Penicillium patulum OX=5078 GN=FAS2 PE=3 SV=1	5078
NODE_1_length_2102747_cov_15.9658	sp|P15368|FAS2_PENPA	81.0	174	29	1	153995	154516	4	173	5.9e-49	207.2	sp|P15368|FAS2_PENPA Fatty acid synthase subunit alpha OS=Penicillium patulum OX=5078 GN=FAS2 PE=3 SV=1	5078
NODE_1_length_2102747_cov_15.9658	sp|P34229|FAS1_YARLI	59.2	2091	825	18	149955	143740	3	2083	0.0e+00	2481.1	sp|P34229|FAS1_YARLI Fatty acid synthase subunit beta OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=FAS1 PE=3 SV=2	284591
NODE_1_length_2102747_cov_15.9658	sp|Q9C1M7|DYHC_ASHGO	32.8	4312	2515	55	1152416	1165264	81	4038	0.0e+00	2418.7	sp|Q9C1M7|DYHC_ASHGO Dynein heavy chain, cytoplasmic OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) OX=284811 GN=DYN1 PE=3 SV=1	284811
NODE_1_length_2102747_cov_15.9658	sp|Q92215|TOXC_COCCA	54.7	2080	930	4	149937	143704	4	2072	0.0e+00	2310.0	sp|Q92215|TOXC_COCCA Putative fatty acid synthase subunit TOXC OS=Cochliobolus carbonum OX=5017 GN=TOXC PE=3 SV=1	5017
NODE_1_length_2102747_cov_15.9658	sp|P34731|FAS1_CANAX	55.7	2074	868	16	149922	143740	2	2037	0.0e+00	2291.5	sp|P34731|FAS1_CANAX Fatty acid synthase subunit beta OS=Candida albicans OX=5476 GN=FAS1 PE=3 SV=1	5476
NODE_1_length_2102747_cov_15.9658	sp|P07149|FAS1_YEAST	55.4	2070	888	19	149919	143740	5	2049	0.0e+00	2291.2	sp|P07149|FAS1_YEAST Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS1 PE=1 SV=2	559292
NODE_1_length_2102747_cov_15.9658	sp|Q10289|FAS2_SCHPO	63.0	1689	596	11	154566	159623	178	1840	0.0e+00	2149.0	sp|Q10289|FAS2_SCHPO Fatty acid synthase subunit alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fas2 PE=1 SV=2	284812
NODE_1_length_2102747_cov_15.9658	sp|Q10289|FAS2_SCHPO	73.9	176	44	2	153995	154516	4	179	4.5e-33	154.5	sp|Q10289|FAS2_SCHPO Fatty acid synthase subunit alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fas2 PE=1 SV=2	284812
NODE_1_length_2102747_cov_15.9658	sp|P43098|FAS2_CANAX	63.1	1726	580	13	154566	159629	179	1885	0.0e+00	2145.5	sp|P43098|FAS2_CANAX Fatty acid synthase subunit alpha OS=Candida albicans OX=5476 GN=FAS2 PE=3 SV=1	5476
NODE_1_length_2102747_cov_15.9658	sp|P43098|FAS2_CANAX	67.8	177	54	1	153995	154516	4	180	5.2e-37	167.5	sp|P43098|FAS2_CANAX Fatty acid synthase subunit alpha OS=Candida albicans OX=5476 GN=FAS2 PE=3 SV=1	5476
NODE_1_length_2102747_cov_15.9658	sp|Q765N2|FAS2_LACKL	63.0	1718	593	11	154566	159623	179	1886	0.0e+00	2136.7	sp|Q765N2|FAS2_LACKL Fatty acid synthase subunit alpha OS=Lachancea kluyveri OX=4934 GN=FAS2 PE=3 SV=1	4934
NODE_1_length_2102747_cov_15.9658	sp|Q765N2|FAS2_LACKL	66.3	175	58	1	153995	154516	6	180	1.2e-36	166.4	sp|Q765N2|FAS2_LACKL Fatty acid synthase subunit alpha OS=Lachancea kluyveri OX=4934 GN=FAS2 PE=3 SV=1	4934
NODE_1_length_2102747_cov_15.9658	sp|Q9UUG0|FAS1_SCHPO	51.8	2095	957	22	149943	143740	2	2071	0.0e+00	2133.6	sp|Q9UUG0|FAS1_SCHPO Fatty acid synthase subunit beta OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fas1 PE=1 SV=1	284812
NODE_1_length_2102747_cov_15.9658	sp|G8BAW7|FAS2_CANPC	61.9	1723	603	14	154566	159629	180	1884	0.0e+00	2119.7	sp|G8BAW7|FAS2_CANPC Fatty acid synthase subunit alpha OS=Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) OX=578454 GN=FAS2 PE=2 SV=1	578454
NODE_1_length_2102747_cov_15.9658	sp|G8BAW7|FAS2_CANPC	70.8	178	48	1	153995	154516	4	181	1.2e-36	166.4	sp|G8BAW7|FAS2_CANPC Fatty acid synthase subunit alpha OS=Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) OX=578454 GN=FAS2 PE=2 SV=1	578454
NODE_1_length_2102747_cov_15.9658	sp|P19097|FAS2_YEAST	61.4	1718	622	11	154566	159626	178	1885	0.0e+00	2113.2	sp|P19097|FAS2_YEAST Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2	559292
NODE_1_length_2102747_cov_15.9658	sp|P19097|FAS2_YEAST	72.7	176	46	1	153995	154516	4	179	1.7e-35	162.5	sp|P19097|FAS2_YEAST Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2	559292
NODE_1_length_2102747_cov_15.9658	sp|P36022|DYHC_YEAST	33.7	2891	1789	33	1155392	1163989	922	3709	0.0e+00	1718.0	sp|P36022|DYHC_YEAST Dynein heavy chain, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DYN1 PE=1 SV=1	559292
NODE_1_length_2102747_cov_15.9658	sp|Q5AV07|ATNM_EMENI	44.8	2001	1053	26	149682	143749	130	2102	0.0e+00	1681.8	sp|Q5AV07|ATNM_EMENI Fatty acid synthase beta subunit aflB OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=atnM PE=2 SV=1	227321
NODE_1_length_2102747_cov_15.9658	sp|O13396|MSH2_NEUCR	80.8	950	153	6	772669	775488	7	937	0.0e+00	1517.3	sp|O13396|MSH2_NEUCR DNA mismatch repair protein msh-2 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=msh-2 PE=3 SV=1	367110
NODE_1_length_2102747_cov_15.9658	sp|O13396|MSH2_NEUCR	29.0	597	377	13	1761935	1763656	288	860	1.1e-52	219.5	sp|O13396|MSH2_NEUCR DNA mismatch repair protein msh-2 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=msh-2 PE=3 SV=1	367110
NODE_1_length_2102747_cov_15.9658	sp|P32528|DUR1_YEAST	44.5	1850	954	29	1882929	1888382	22	1831	0.0e+00	1501.5	sp|P32528|DUR1_YEAST Urea amidolyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUR1,2 PE=1 SV=2	559292
NODE_1_length_2102747_cov_15.9658	sp|P32528|DUR1_YEAST	23.8	454	262	14	2051112	2049754	79	449	6.8e-13	87.4	sp|P32528|DUR1_YEAST Urea amidolyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUR1,2 PE=1 SV=2	559292
NODE_1_length_2102747_cov_15.9658	sp|A5H0J2|DUR1_LACKL	44.8	1849	927	32	1882971	1888382	29	1829	0.0e+00	1493.8	sp|A5H0J2|DUR1_LACKL Urea amidolyase OS=Lachancea kluyveri OX=4934 GN=DUR1,2 PE=3 SV=1	4934
NODE_1_length_2102747_cov_15.9658	sp|A5H0J2|DUR1_LACKL	31.2	208	115	4	2051112	2050498	72	254	3.7e-11	81.6	sp|A5H0J2|DUR1_LACKL Urea amidolyase OS=Lachancea kluyveri OX=4934 GN=DUR1,2 PE=3 SV=1	4934
NODE_1_length_2102747_cov_15.9658	sp|G0SB44|PO152_CHATD	58.2	1293	449	18	791394	787528	54	1258	0.0e+00	1488.4	sp|G0SB44|PO152_CHATD Nucleoporin POM152 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=POM152 PE=3 SV=1	759272
NODE_1_length_2102747_cov_15.9658	sp|Q7S7C0|CYM1_NEUCR	70.7	1032	265	7	1558842	1561907	4	1008	0.0e+00	1463.0	sp|Q7S7C0|CYM1_NEUCR Mitochondrial presequence protease OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=cym-1 PE=3 SV=1	367110
NODE_1_length_2102747_cov_15.9658	sp|Q06625|GDE_YEAST	47.8	1607	712	28	1869636	1864942	6	1527	0.0e+00	1434.9	sp|Q06625|GDE_YEAST Glycogen debranching enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDB1 PE=1 SV=1	559292
